,four,one,three,two
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d2191361-Reviews-Do_Dive_Paris-Paris_Ile_de_France.html,Do Dive Paris,Plongée sous-marine et avec tuba,2
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d9808533-Reviews-Amour_de_Vin-Paris_Ile_de_France.html,Amour de Vin,Oenotourisme ,1
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d6536724-Reviews-France_Taste_Day_Tours-Paris_Ile_de_France.html,France Taste - Day Tours,Circuits gourmands,4
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d10436358-Reviews-Aventours-Paris_Ile_de_France.html,Aventours,,6
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d2037093-Reviews-Champagne_Sightseeing_Tour-Paris_Ile_de_France.html,Champagne Sightseeing Tour,Visites guidées,6
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d1769247-Reviews-Gray_Line_Grand_Louvre_Evening_Walking_Tour-Paris_Ile_de_France.html,Gray Line Grand Louvre Evening Walking Tour,Visites pédestres,7
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d3928809-Reviews-Paris_Monumental-Paris_Ile_de_France.html,Paris Monumental,Visites guidées,1
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d12661373-Reviews-Paris_Seine-Paris_Ile_de_France.html,Paris Seine,"Croisières, Visites de la ville",1
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d3378535-Reviews-Scary_Paris-Paris_Ile_de_France.html,Scary Paris!,Visites en bus,1
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d9808614-Reviews-Le_Coffee_Tour-Paris_Ile_de_France.html,Le Coffee Tour,Visites de cafés et salons de thé,1
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d2646315-Reviews-Best_Friend_in_Paris-Paris_Ile_de_France.html,Best Friend in Paris,Visites de la ville,1
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d2249298-Reviews-Rent_a_Local_Friend-Paris_Ile_de_France.html,Rent a Local Friend,Visites privées,1
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d624903-Reviews-French_Connection_Bicycle_Tours-Paris_Ile_de_France.html,French Connection Bicycle Tours,Excursions à vélo,2
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d10045434-Reviews-Little_Africa-Paris_Ile_de_France.html,Little Africa,Visites culturelles,1
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d2249289-Reviews-P_S_Prive-Paris_Ile_de_France.html,P.S. Prive,Visites guidées,1
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d3684066-Reviews-The_French_Way_Fine_Wines_and_Famous_Paintors_in_Montmartre-Paris_Ile_de_France.html,The French Way - Fine Wines and Famous Paintors in Montmartre,Oenotourisme ,1
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d2056218-Reviews-Marguerite_s_Paris_Epicurean_Walking_Tours-Paris_Ile_de_France.html,Marguerite s Paris Epicurean Walking Tours,Visites pédestres,1
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d6931187-Reviews-Montmartrain-Paris_Ile_de_France.html,Montmartrain,Visites guidées,10
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d2054620-Reviews-Foodies_of_France-Paris_Ile_de_France.html,Foodies of France,Circuits gourmands,1
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d7084859-Reviews-Un_apres_midi_de_Parisienne-Paris_Ile_de_France.html,Un après-midi de Parisienne,Visites de la ville,1
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d13377474-Reviews-Studio_Paris_en_Seine-Paris_Ile_de_France.html,Studio Paris en Seine,Circuits photographiques,3
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d13308939-Reviews-Galerie_de_la_Madeleine-Paris_Ile_de_France.html,Galerie de la Madeleine,Circuits shopping,2
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d9718475-Reviews-Paris_Tour_Guide-Paris_Ile_de_France.html,Paris Tour Guide,Visites de la ville,1
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d4596921-Reviews-Paris_Every_Moment_Tours-Paris_Ile_de_France.html,Paris Every Moment Tours,Visites privées,1
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d1737069-Reviews-Happy_France_Experience_Plan_Epice_Paris-Paris_Ile_de_France.html,Happy France Experience Plan - Epice Paris,Visites guidées,1
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d2705561-Reviews-Viator_la_Somme_Tour-Paris_Ile_de_France.html,Viator la Somme Tour,Visites guidées,52
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d3474718-Reviews-The_French_Way_Paris_Gourmet_Market_Tour-Paris_Ile_de_France.html,The French Way - Paris Gourmet Market Tour,Circuits gourmands,13
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d12412254-Reviews-Universal_Tour_Guide-Paris_Ile_de_France.html,Universal Tour Guide,Visites culturelles,56
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d2021234-Reviews-City_Sightseeing_Paris-Paris_Ile_de_France.html,City Sightseeing Paris,,210
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d7613144-Reviews-HELIPARIS-Paris_Ile_de_France.html,HELIPARIS,Circuits en hélicoptère,6
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d9770806-Reviews-Paris_On_Wheels-Paris_Ile_de_France.html,Paris On Wheels,"Visites nocturnes, Visites privées",2
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d2282098-Reviews-Aviaxess_Helicopter_and_Jet-Paris_Ile_de_France.html,Aviaxess Helicopter and Jet,Visites privées,127
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d13958811-Reviews-Excursion_Paris_Tours-Paris_Ile_de_France.html,Excursion Paris Tours,Visites culturelles,2
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d2660769-Reviews-Food_Tour_Paris-Paris_Ile_de_France.html,Food Tour Paris,Circuits gourmands,1
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d6509819-Reviews-Le_Vieux_Paris_Tours-Paris_Ile_de_France.html,Le Vieux Paris Tours,Visites privées,4
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d1952489-Reviews-MyBus-Paris_Ile_de_France.html,MyBus,Visites en bus,18
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d2463309-Reviews-Le_Bateau_Alize-Paris_Ile_de_France.html,Le Bateau Alizé,"Croisières, Locations de bateaux",53
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d7901068-Reviews-Greenlux_Car-Paris_Ile_de_France.html,Greenlux Car,Visites de la ville,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d12004830-Reviews-Active_Guides-Paris_Ile_de_France.html,Active Guides,Excursions à la journée,2
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d9800106-Reviews-Felix_Et_Rosalie-Paris_Ile_de_France.html,Félix Et Rosalie,Visites nocturnes,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d10428970-Reviews-Taxi_Moto_And_Co-Paris_Ile_de_France.html,Taxi Moto And Co,Visites à moto,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d13336903-Reviews-Experiences_Photo-Paris_Ile_de_France.html,Experiences Photo,Circuits photographiques,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d14197067-Reviews-Paris_Chocolate_Guru-Paris_Ile_de_France.html,Paris Chocolate Guru,Circuits gourmands,4
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d14189526-Reviews-La_Croisiere_Gourmande-Paris_Ile_de_France.html,La Croisière Gourmande,Croisières,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d14189088-Reviews-Tours_Oh_la_la-Paris_Ile_de_France.html,Tours Oh là là,Visites pédestres,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d14184346-Reviews-Free_Tour_Paris_Revolutionary_Tour-Paris_Ile_de_France.html,Free Tour: Paris Revolutionary Tour,Visites culturelles,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d14178053-Reviews-Paris_Photo-Paris_Ile_de_France.html,Paris Photo,Circuits photographiques,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d14177774-Reviews-Paris_Is_Magic-Paris_Ile_de_France.html,Paris Is Magic,Visites à moto,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d14134120-Reviews-Atypic_Photo-Paris_Ile_de_France.html,Atypic' Photo,Circuits photographiques,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d14133921-Reviews-Art_Story_Walks-Paris_Ile_de_France.html,Art Story Walks,Visites culturelles,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d14126791-Reviews-Bateaux_de_Paris-Paris_Ile_de_France.html,Bateaux de Paris,Croisières,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d14118146-Reviews-Delectabulles-Paris_Ile_de_France.html,Delectabulles,Oenotourisme ,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d14099350-Reviews-Experience_Paris_with_an_Architect-Paris_Ile_de_France.html,Experience Paris with an Architect,Visites culturelles,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d14098927-Reviews-Lux_Voyageurs-Paris_Ile_de_France.html,Lux Voyageurs,Visites culturelles,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d14098842-Reviews-The_Streets_Art_Tours-Paris_Ile_de_France.html,The Streets Art Tours,"Visites privées, Visites pédestres",0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d14096099-Reviews-Vegan_Culinary_Tours_Paris-Paris_Ile_de_France.html,Vegan Culinary Tours Paris,Circuits gourmands,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d14095103-Reviews-Dress_Like_a_Parisian-Paris_Ile_de_France.html,Dress Like a Parisian,Circuits shopping,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d14093947-Reviews-Hit_the_Road-Paris_Ile_de_France.html,Hit the Road,,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d14082266-Reviews-Art_Kids-Paris_Ile_de_France.html,Art Kids,Visites culturelles,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d14023773-Reviews-Les_Decouvreurs-Paris_Ile_de_France.html,Les Découvreurs,Visites culturelles,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d14023725-Reviews-Guided_Tours_of_Paris_with_Alberto-Paris_Ile_de_France.html,Guided Tours of Paris with Alberto,Visites pédestres,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d14020207-Reviews-Le_Temps_des_Flaneries-Paris_Ile_de_France.html,Le Temps des Flaneries,Visites culturelles,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d13986542-Reviews-Le_Diamant_Bleu-Paris_Ile_de_France.html,Le Diamant Bleu,Croisières,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d13954838-Reviews-Combi_Tours_Paris-Paris_Ile_de_France.html,COMBI TOURS PARIS,Visites de la ville,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d13220051-Reviews-Visitez_Paris-Paris_Ile_de_France.html,Visitez-Paris,,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d12881655-Reviews-In_Paris_With_Nicolas-Paris_Ile_de_France.html,In Paris With Nicolas,Circuits shopping,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d12817584-Reviews-L_Oeil_d_une_Parisienne-Paris_Ile_de_France.html,L'Oeil d'une Parisienne,"Visites culturelles, Visites guidées",0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d12711681-Reviews-Pariside_Car-Paris_Ile_de_France.html,Pariside-Car,Visites de la ville,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d12689901-Reviews-PromenadeParis-Paris_Ile_de_France.html,PromenadeParis,,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d12551124-Reviews-Sensations_Paris_Plongee-Paris_Ile_de_France.html,Sensations Paris Plongée,Plongée sous-marine et avec tuba,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d12539256-Reviews-Paris_Querido_Voyages-Paris_Ile_de_France.html,Paris Querido Voyages,"Taxis et navettes, Visites guidées",0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d12539001-Reviews-The_Unexpected-Paris_Ile_de_France.html,The Unexpected,,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d12406425-Reviews-Scott_Plume-Paris_Ile_de_France.html,Scott Plume,Circuits photographiques,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d12406412-Reviews-David_Sornberger_Photography-Paris_Ile_de_France.html,David Sornberger Photography,"Visites guidées, Visites nocturnes",0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d12277745-Reviews-Visit_France_now-Paris_Ile_de_France.html,Visit France-now,"Visites guidées, Visites pédestres",0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d12277439-Reviews-Paris_is_for_Lovers-Paris_Ile_de_France.html,Paris is for Lovers,Visites pédestres,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d12193698-Reviews-First_in_Paris-Paris_Ile_de_France.html,First in Paris,Oenotourisme ,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d12098592-Reviews-Vizitme-Paris_Ile_de_France.html,Vizitme,Visites culturelles,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d12033844-Reviews-Excursions_in_Paris_with_Guide_Laura-Paris_Ile_de_France.html,Excursions in Paris with Guide Laura,"Visites pédestres, Visites guidées",0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d11895613-Reviews-Ma_Lutetia-Paris_Ile_de_France.html,Ma Lutetia,Visites guidées,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d11873364-Reviews-Et_Voila_Paris-Paris_Ile_de_France.html,Et Voila Paris,Visites pédestres,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d11867968-Reviews-Laura_Tour_Guide_in_Paris-Paris_Ile_de_France.html,Laura Tour Guide in Paris,,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d11805378-Reviews-Trip_on_Demand-Paris_Ile_de_France.html,Trip on Demand,Visites guidées,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d11664621-Reviews-Comfort_Tours-Paris_Ile_de_France.html,Comfort Tours,"Taxis et navettes, Visites guidées",0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d11616212-Reviews-Ecole_de_Navigation_Francaise_Paris-Paris_Ile_de_France.html,Ecole de Navigation Francaise Paris,Circuits en hors-bord,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d10844348-Reviews-Paris_Run_and_Visit-Paris_Ile_de_France.html,Paris Run and Visit,Visites et footing,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d10836365-Reviews-Simply_Paris-Paris_Ile_de_France.html,Simply...Paris!,"Visites de la ville, Visites privées",0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d10804326-Reviews-Boutique_Oda_Jeanne-Paris_Ile_de_France.html,Boutique Oda Jeanne,Circuits shopping,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d10744492-Reviews-Visit_org-Paris_Ile_de_France.html,Visit.org,Visites de la ville,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d10692998-Reviews-Via_City_Tour-Paris_Ile_de_France.html,Via City Tour,"Visites guidées, Visites privées",0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d10686284-Reviews-Legends_Never_Die-Paris_Ile_de_France.html,Legends Never Die,"Visites privées, Visites nocturnes",0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d10450163-Reviews-Belle_Paris-Paris_Ile_de_France.html,Belle@Paris,Circuits shopping,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d10324358-Reviews-Tripster-Paris_Ile_de_France.html,Tripster,Visites culturelles,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d10312582-Reviews-Meetrip-Paris_Ile_de_France.html,Meetrip,"Visites privées, Visites guidées",0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d10136280-Reviews-Les_Caleches_De_Versailles-Paris_Ile_de_France.html,Les Calèches De Versailles,,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d10092971-Reviews-Runrun_Tours-Paris_Ile_de_France.html,Runrun Tours,Visites et footing,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d10089881-Reviews-Paris_Wine_Gourmet-Paris_Ile_de_France.html,Paris Wine Gourmet,"Oenotourisme , Visites privées",0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d10089155-Reviews-Open_Art-Paris_Ile_de_France.html,Open Art,"Visites guidées, Visites privées",0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d10075975-Reviews-Objectif_France-Paris_Ile_de_France.html,Objectif France,,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d10039885-Reviews-Les_Balades_de_Romain-Paris_Ile_de_France.html,Les Balades de Romain,"Visites culturelles, Visites privées",0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d9807882-Reviews-Funky_Maps_Paris_Pub_Crawls-Paris_Ile_de_France.html,Funky Maps Paris Pub Crawls,,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d9807505-Reviews-Vinocasting-Paris_Ile_de_France.html,Vinocasting,Oenotourisme ,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d8763727-Reviews-Draw_Paris-Paris_Ile_de_France.html,Draw Paris,Visites pédestres,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d8616834-Reviews-Photo_Travel_Tuition-Paris_Ile_de_France.html,Photo Travel Tuition,Circuits photographiques,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d8532060-Reviews-1_Visit_4_You-Paris_Ile_de_France.html,1 Visit 4 You,Visites de la ville,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d8473739-Reviews-GuideProLora-Paris_Ile_de_France.html,GuideProLora,Visites culturelles,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d7980708-Reviews-Intimate_Paris_Tours-Paris_Ile_de_France.html,Intimate Paris Tours,Visites pédestres,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d7854868-Reviews-Dansantes_et_Trebuchantes-Paris_Ile_de_France.html,Dansantes et Trébuchantes,,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d7050483-Reviews-Paris_Talks_Tours-Paris_Ile_de_France.html,Paris Talks Tours,Visites privées,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d6823372-Reviews-Skydive_Paris-Paris_Ile_de_France.html,Skydive Paris,Circuits extrêmes,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d6656642-Reviews-Food_Tours_Paris-Paris_Ile_de_France.html,Food Tours Paris,Circuits gourmands,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d5792030-Reviews-Paris_Tasting_Tours-Paris_Ile_de_France.html,Paris Tasting Tours,Circuits gourmands,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d5121244-Reviews-Pariskultur_Private_Tours-Paris_Ile_de_France.html,Pariskultur Private Tours,Visites privées,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d4500756-Reviews-SideRide_Tours_Paris_Private_Tours-Paris_Ile_de_France.html,SideRide Tours Paris Private Tours,Visites privées,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d4116145-Reviews-Endurance_Shop_Tour_Private_Tours-Paris_Ile_de_France.html,Endurance Shop Tour Private Tours,"Visites privées, Circuits shopping",0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d3701303-Reviews-Luxavio_Day_Tours-Paris_Ile_de_France.html,Luxavio- Day Tours,Visites guidées,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d3454239-Reviews-Paris_Photo_Walks-Paris_Ile_de_France.html,Paris Photo Walks,Visites pédestres,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d3423748-Reviews-Navigate_Paris_Day_Tours-Paris_Ile_de_France.html,Navigate Paris- Day Tours,Visites de la ville,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d2194300-Reviews-Shoot_The_CIty-Paris_Ile_de_France.html,Shoot The CIty,Visites de la ville,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d2189985-Reviews-Chloe_Chocolat_Guided_Chocolate_Tours_in_Paris-Paris_Ile_de_France.html,Chloe Chocolat Guided Chocolate Tours in Paris,Circuits gourmands,0
Circuits,https://www.tripadvisor.fr/Attraction_Review-g187147-d279061-Reviews-La_Route_du_Cacao-Paris_Ile_de_France.html,La Route du Cacao,Croisières,0
